"LOCAL","SP_DYN_LE00_IN","SP_DYN_IMRT_IN","NY_GDP_MKTP_CD","NY_GDP_PCAP_CD","NY_GDP_MKTP_KD_ZG","200343","200144","200345","200151","SP_RUR_TOTL_ZS","200101","ANO"
"ZZA","83.0",,,,,"26.0","19.0","94.0","28.0","69.0","167.0","2016"
"ZZA",,,,,,"26.0","20.0","96.0","30.0","69.0","172.0","2019"
"AUT","82.0","3.0","3.95227684139E11","45238.0","2.1","1240.0","1002.0","4852.0","1654.0","42.0","8747.0","2016"
"GRL","71.0",,"2.707146783E9","48182.0","4.7","12.0","8.0","32.0","5.0","14.0","56.0","2016"
"TUR",,,"7.54411708203E11","9042.0","0.9","20266.0","13535.0","42349.0","7280.0","24.0","83430.0","2019"
"MNG","69.0","15.0","1.1186734674E10","3660.0","1.2","900.0","487.0","1550.0","120.0","32.0","3056.0","2016"
"GLP",,,,,,"82.0","50.0","202.0","66.0",,"400.0","2015"
"GLP",,,,,,"79.0","52.0","200.0","68.0",,"400.0","2016"
"GLP",,,,,,"78.0","54.0","198.0","71.0",,"400.0","2017"
"GLP",,,,,,"77.0","55.0","195.0","73.0",,"400.0","2018"
"GLP",,,,,,"75.0","57.0","193.0","75.0",,"400.0","2019"
"KAZ","72.0","11.0","1.84388432149E11","10511.0","1.2","4691.0","2619.0","9074.0","1188.0","43.0","17572.0","2015"
"JPN","84.0","2.0","4.922538141455E12","38762.0","0.5",,,,,"9.0",,"2016"
"NLD",,,"9.09070395161E11","52448.0","1.8","2716.0","2047.0","8983.0","3352.0","8.0","17097.0","2019"
"BGD",,,"3.02571254131E11","1856.0","8.2","44372.0","30834.0","79394.0","8446.0","63.0","163046.0","2019"
"MRT","65.0","52.0","7.049169771E9","1601.0","2.1","1765.0","844.0","1656.0","138.0","46.0","4403.0","2018"
"HUN","76.0","4.0","1.27507473626E11","12992.0","2.2","1402.0","1116.0","5480.0","1756.0","29.0","9753.0","2016"
"MDV","79.0","7.0","5.32745715E9","10331.0","6.9","104.0","89.0","304.0","19.0","60.0","516.0","2018"
"MDA","72.0","14.0","8.071480541E9","2880.0","4.4","642.0","541.0","2459.0","424.0","57.0","4066.0","2016"
"FJI",,,"5.535548972E9","6220.0","1.1","261.0","146.0","433.0","50.0","43.0","890.0","2019"
"CPV","72.0","18.0","1.596800287E9","3043.0","1.0","157.0","104.0","239.0","24.0","36.0","525.0","2015"
"GEO","73.0","9.0","1.6242916916E10","4357.0","4.8","783.0","485.0","2152.0","588.0","42.0","4009.0","2017"
"NOR","83.0","2.0","4.34166615432E11","81734.0","1.3","937.0","678.0","2814.0","910.0","18.0","5338.0","2018"
"SDN","65.0","43.0","4.5379127306E10","1112.0","4.3","16674.0","8271.0","14425.0","1443.0","66.0","40813.0","2017"
"GIB",,,,,,"7.0","5.0","16.0","6.0",,"34.0","2015"
"GIB",,,,,,"7.0","5.0","16.0","6.0",,"34.0","2016"
"GIB",,,,,,"7.0","5.0","16.0","6.0",,"34.0","2017"
"GIB",,,,,,"7.0","5.0","16.0","6.0",,"34.0","2018"
"GIB",,,,,,"7.0","5.0","16.0","6.0",,"34.0","2019"
"DNK","81.0","4.0","3.55675329086E11","61391.0","2.4","947.0","731.0","2935.0","1140.0","12.0","5752.0","2018"
"ROU","75.0","7.0","1.88494136776E11","9567.0","4.8","3053.0","2144.0","11150.0","3449.0","46.0","19796.0","2016"
"ECU","76.0","13.0","9.9290381E10","6124.0","0.1","4711.0","2991.0","7440.0","1070.0","37.0","16212.0","2015"
"MUS",,,"1.4180444557E10","11204.0","3.6","219.0","191.0","707.0","152.0","59.0","1270.0","2019"
"SAU","75.0","6.0","6.88586133333E11","20804.0","-0.7","8361.0","4838.0","18841.0","1062.0","16.0","33101.0","2017"
"CHL","80.0","7.0","2.43919085309E11","13574.0","2.3","3696.0","2812.0","9558.0","1904.0","13.0","17969.0","2015"
"BLR","74.0","3.0","4.7722657821E10","5023.0","-2.5","1560.0","1011.0","5513.0","1362.0","22.0","9446.0","2016"
"MNG","70.0","15.0","1.142575528E10","3669.0","5.3","933.0","472.0","1585.0","124.0","32.0","3114.0","2017"
"KNA",,"10.0","9.96937037E8","19155.0","-2.0","11.0","8.0","30.0","4.0","69.0","52.0","2017"
"BDI","60.0","46.0","3.104394858E9","306.0","-3.9","4625.0","2065.0","3257.0","213.0","88.0","10160.0","2015"
"LAO",,,"1.8173839128E10","2535.0","4.7","2316.0","1400.0","3155.0","299.0","64.0","7169.0","2019"
"BGD","72.0","25.0","2.74039092455E11","1698.0","7.9","44711.0","30778.0","77563.0","8324.0","63.0","161377.0","2018"
"MUS","74.0","13.0","1.2232463656E10","9682.0","3.8","239.0","197.0","695.0","132.0","59.0","1262.0","2016"
"LBR","64.0","54.0","3.264E9","677.0","1.2","1982.0","950.0","1731.0","157.0","49.0","4819.0","2018"
"TUV",,"22.0","3.65478E7","3256.0","3.0","4.0","2.0","5.0","1.0","39.0","11.0","2016"
"ZAF","64.0","29.0","3.68288939768E11","6374.0","0.8","16806.0","9837.0","28076.0","3073.0","34.0","57793.0","2018"
"CPV","72.0","18.0","1.662998678E9","3131.0","4.7","157.0","102.0","248.0","24.0","35.0","531.0","2016"
"WSM",,,"8.50655017E8","4316.0","3.5","75.0","35.0","77.0","10.0","82.0","197.0","2019"
"PYF","77.0",,,,,"65.0","42.0","146.0","20.0","38.0","273.0","2015"
"CMR","59.0","52.0","3.5009262788E10","1425.0","3.5","10531.0","4867.0","8497.0","671.0","44.0","24566.0","2017"
"PYF","77.0",,,,,"63.0","42.0","149.0","22.0","38.0","276.0","2017"
"PYF","77.0",,,,,"63.0","42.0","149.0","23.0","38.0","278.0","2018"
"CUB","79.0","4.0","9.137E10","8061.0","0.5","1879.0","1425.0","6401.0","1631.0","23.0","11335.0","2016"
"MNE","77.0","3.0","4.377033429E9","7034.0","2.9","115.0","84.0","339.0","89.0","34.0","627.0","2016"
"TKM","68.0","39.0","4.0761142857E10","6967.0","6.2","1803.0","964.0","2824.0","259.0","48.0","5851.0","2018"
"PYF","77.0",,,,,"63.0","42.0","148.0","21.0","38.0","275.0","2016"
"PER",,,"2.2684805082E11","6978.0","2.2","8210.0","5173.0","16399.0","2729.0","22.0","32510.0","2019"
"SSD","58.0","64.0",,,,"4590.0","2220.0","3793.0","373.0","80.0","10976.0","2018"
"BHR","77.0","6.0","3.76525E10","23991.0","2.0","302.0","192.0","1037.0","38.0","11.0","1569.0","2018"
"HRV","77.0","4.0","4.9530641704E10","11783.0","2.4","616.0","487.0","2316.0","815.0","44.0","4233.0","2015"
"PYF",,,,,,"63.0","43.0","149.0","24.0","38.0","279.0","2019"
"GAB","65.0","35.0","1.402389062E10","6984.0","2.1","735.0","366.0","835.0","72.0","11.0","2008.0","2016"
"VCT","72.0","15.0","8.113E8","7361.0","2.2","25.0","18.0","56.0","11.0","48.0","110.0","2018"
"WSM","73.0","14.0","7.9937644E8","4109.0","8.1","75.0","35.0","76.0","9.0","81.0","195.0","2016"
"TUV",,"21.0","4.0619252E7","3572.0","4.1","4.0","2.0","5.0","1.0","38.0","11.0","2017"
"HKG","84.0",,"3.09383627029E11","42432.0","2.4","803.0","803.0","4489.0","1091.0",,"7186.0","2015"
"HUN","76.0","4.0","1.57882912778E11","16151.0","5.1","1399.0","1052.0","5396.0","1860.0","29.0","9707.0","2018"
"MCO",,,,,,,,,,,,"2019"
"NIC","74.0","16.0","1.3785943183E10","2159.0","4.6","1950.0","1200.0","2912.0","323.0","42.0","6385.0","2017"
"MEX",,,"1.258286717125E12","9863.0","-0.1","33406.0","22140.0","62568.0","9462.0","20.0","127576.0","2019"
"HKG","84.0",,"3.20837638329E11","43731.0","2.2","811.0","779.0","4513.0","1141.0",,"7244.0","2016"
"PRK","71.0","16.0",,,,"5268.0","3958.0","13510.0","2448.0","39.0","25184.0","2015"
"PRK","72.0","15.0",,,,"5239.0","3943.0","13678.0","2447.0","39.0","25308.0","2016"
"HUN","76.0","4.0","1.4151058302E11","14458.0","4.3","1398.0","1084.0","5439.0","1808.0","29.0","9730.0","2017"
"IRN",,,,,,"20442.0","11192.0","46007.0","5272.0","25.0","82914.0","2019"
"STP",,,"4.29016605E8","1995.0","2.4","91.0","42.0","76.0","6.0","26.0","215.0","2019"
"FIN","81.0","2.0","2.34440080998E11","42785.0","0.5","899.0","650.0","2823.0","1110.0","15.0","5481.0","2015"
"COG",,,"1.0820591131E10","2011.0","-0.9","2235.0","1013.0","1986.0","146.0","33.0","5381.0","2019"
"SDN",,,"1.8902284476E10","442.0","-2.6","17192.0","8731.0","15337.0","1553.0","65.0","42813.0","2019"
"GRL",,,"2.826651926E9","50321.0","0.5","12.0","8.0","32.0","5.0","13.0","56.0","2017"
"SUR","71.0","17.0","3.210064506E9","5627.0","1.8","157.0","99.0","276.0","39.0","34.0","570.0","2017"
"CYM",,,,,,"12.0","8.0","38.0","7.0",,"65.0","2019"
"CHE","84.0","4.0","6.71309197377E11","80172.0","1.7","1243.0","938.0","4672.0","1528.0","26.0","8380.0","2016"
"MKD","76.0","9.0","1.2628854801E10","6063.0","2.7","344.0","264.0","1191.0","285.0","42.0","2083.0","2018"
"PRI","79.0",,"1.033755E11","29763.0","-1.0","629.0","477.0","1734.0","542.0","6.0","3382.0","2015"
"MLI","58.0","64.0","1.5375605992E10","831.0","5.4","8835.0","3577.0","5636.0","466.0","58.0","18512.0","2017"
"JAM","74.0","12.0","1.5713908816E10","5354.0","1.9","697.0","520.0","1460.0","258.0","44.0","2935.0","2018"
"MWI","62.0","40.0","6.373212641E9","381.0","2.8","7550.0","3453.0","5300.0","441.0","84.0","16745.0","2015"
"COM","64.0","53.0","1.077439663E9","1324.0","3.8","324.0","160.0","306.0","24.0","71.0","814.0","2017"
"NRU",,"26.0","1.24021394E8","9762.0","6.1","4.0","2.0","5.0",,,"11.0","2018"
"ESP","83.0","3.0","1.232076017362E12","26505.0","3.0","6886.0","4525.0","26405.0","8819.0","20.0","46634.0","2016"
"PER","76.0","12.0","1.91895943824E11","6205.0","4.0","8381.0","5437.0","14771.0","2337.0","22.0","30926.0","2016"
"MAC",,,"5.3859116536E10","84096.0","-4.7","90.0","62.0","417.0","72.0",,"640.0","2019"
"ASM",,,"6.61E8","11843.0","1.4","18.0","11.0","24.0","3.0","13.0","56.0","2015"
"TUN","76.0","15.0","4.1801210428E10","3698.0","1.2","2713.0","1705.0","6001.0","885.0","32.0","11304.0","2016"
"PRY","74.0","18.0","3.6054281572E10","5319.0","4.3","2035.0","1352.0","2980.0","411.0","39.0","6778.0","2016"
"TKM","68.0","42.0","3.618E10","6390.0","6.2","1746.0","997.0","2684.0","235.0","49.0","5662.0","2016"
"ISR","83.0","3.0","3.70587977154E11","41720.0","3.5","2341.0","1246.0","3791.0","1004.0","8.0","8382.0","2018"
"TUN","76.0","15.0","3.9802430355E10","3481.0","1.9","2757.0","1676.0","6080.0","921.0","31.0","11433.0","2017"
"MCO",,"3.0","6.472990923E9","170029.0","3.5",,,,,,,"2016"
"LCA","76.0","16.0","1.808079889E9","10094.0","-1.4","35.0","33.0","94.0","17.0","81.0","179.0","2015"
"GMB","62.0","39.0","1.624600882E9","713.0","6.5","1009.0","463.0","749.0","59.0","39.0","2280.0","2018"
"GUM","79.0",,"5.71E9","35279.0","0.5","41.0","28.0","79.0","14.0","5.0","162.0","2015"
"CAF","52.0","88.0","1.825018191E9","402.0","4.8","2040.0","951.0","1418.0","129.0","59.0","4538.0","2016"
"GMB","61.0","40.0","1.498044491E9","677.0","4.8","982.0","452.0","721.0","58.0","39.0","2214.0","2017"
"KEN",,,"9.5503088538E10","1817.0","5.4","20606.0","10931.0","19764.0","1274.0","72.0","52574.0","2019"
"BRN","75.0","9.0","1.2930394938E10","31165.0","-0.4","100.0","70.0","228.0","17.0","23.0","415.0","2015"
"VEN","72.0","21.0",,,,"7992.0","4754.0","14042.0","2099.0","12.0","28887.0","2018"
"UGA","62.0","37.0","2.8967460677E10","731.0","4.8","18903.0","8156.0","11837.0","754.0","77.0","39649.0","2016"
"GBR",,,"2.827113184696E12","42300.0","1.4","11950.0","7805.0","35276.0","12499.0","16.0","67530.0","2019"
"MNP",,,,,,"13.0","9.0","31.0","4.0","8.0","57.0","2019"
"DJI",,,"3.318716359E9","3409.0","7.5","284.0","181.0","464.0","45.0","22.0","974.0","2019"
"LBN","79.0","6.0","5.4961275742E10","8025.0","-1.9",,,,,"11.0",,"2018"
"GBR","81.0","4.0","2.694283209613E12","41064.0","1.9","11662.0","8015.0","34583.0","12039.0","17.0","66298.0","2016"
"NRU",,"27.0","1.09585942E8","8511.0","-5.7","4.0","2.0","4.0",,,"11.0","2017"
"BIH","77.0","5.0","1.6211541253E10","4727.0","3.1",,,,,"53.0",,"2015"
"SRB","76.0","5.0","4.0630392019E10","5756.0","3.3","1415.0","1084.0","4812.0","1543.0","44.0","8854.0","2016"
"CZE","79.0","3.0","2.44987409831E11","23047.0","2.8","1662.0","978.0","5954.0","2071.0","26.0","10666.0","2018"
"GMB","61.0","42.0","1.354788659E9","650.0","4.1","928.0","432.0","670.0","55.0","41.0","2086.0","2015"
"BWA","69.0","31.0","1.7405538618E10","7893.0","2.9","759.0","408.0","947.0","90.0","31.0","2205.0","2017"
"DJI","66.0","51.0","2.751461056E9","2914.0","5.4","283.0","179.0","440.0","42.0","22.0","944.0","2017"
"TUN",,,"3.8797709924E10","3318.0","1.0","2833.0","1626.0","6231.0","1005.0","31.0","11695.0","2019"
"BHR","77.0","6.0","3.2250132979E10","22619.0","3.5","291.0","188.0","914.0","33.0","11.0","1426.0","2016"
"QAT","80.0","6.0","1.66928571429E11","61264.0","1.6","368.0","388.0","1935.0","34.0","1.0","2725.0","2017"
"AUS","82.0","3.0","1.351693984525E12","56756.0","2.2","4520.0","3172.0","12685.0","3555.0","14.0","23933.0","2015"
"ZMB",,,"2.3064722446E10","1291.0","1.7","7941.0","3737.0","5805.0","378.0","56.0","17861.0","2019"
"MDV",,,"5.729248472E9","10791.0","5.2","106.0","84.0","322.0","19.0","60.0","531.0","2019"
"THA",,,"5.43649976166E11","7808.0","2.4","11713.0","9320.0","39954.0","8638.0","49.0","69626.0","2019"
"CHE","84.0","4.0","7.05140620047E11","82818.0","2.8","1271.0","924.0","4742.0","1588.0","26.0","8526.0","2018"
"BHR","77.0","7.0","3.1125851064E10","22689.0","2.9","286.0","181.0","873.0","32.0","11.0","1372.0","2015"
"ALB","78.0","8.0","1.5147020535E10","5284.0","4.1","509.0","458.0","1519.0","396.0","40.0","2883.0","2018"
"ALB","78.0","8.0","1.3019693451E10","4531.0","3.8","520.0","472.0","1508.0","384.0","41.0","2884.0","2017"
"IDN",,,"1.119190780753E12","4136.0","5.0","70945.0","45754.0","137553.0","16374.0","44.0","270626.0","2019"
"GMB","61.0","41.0","1.470006034E9","684.0","1.9","955.0","442.0","695.0","57.0","40.0","2149.0","2016"
"AUT","82.0","3.0","4.18316161096E11","47549.0","2.5","1255.0","993.0","4900.0","1672.0","42.0","8820.0","2017"
"JAM","74.0","13.0","1.4806340821E10","5069.0","1.0","701.0","528.0","1437.0","254.0","45.0","2921.0","2017"
"CRI","80.0","8.0","6.055390142E10","12112.0","2.7","1066.0","788.0","2668.0","477.0","21.0","4999.0","2018"
"UKR","72.0","8.0","1.30901858422E11","3097.0","3.4",,,,,"31.0",,"2018"
"FRO","83.0",,,,,"10.0","7.0","23.0","9.0","58.0","48.0","2018"
"GTM","74.0","23.0","6.6053725049E10","4173.0","2.7","5914.0","3532.0","6376.0","762.0","50.0","16583.0","2016"
"FRO",,,,,,"9.0","7.0","24.0","9.0","58.0","49.0","2019"
"MTQ",,,,,,"66.0","43.0","198.0","71.0",,"378.0","2015"
"MTQ",,,,,,"63.0","45.0","196.0","73.0",,"377.0","2016"
"MTQ",,,,,,"62.0","46.0","193.0","75.0",,"376.0","2017"
"MTQ",,,,,,"61.0","47.0","191.0","77.0",,"376.0","2018"
"MTQ",,,,,,"60.0","48.0","188.0","79.0",,"376.0","2019"
"ZMB","62.0","43.0","2.0954761767E10","1281.0","3.8","7501.0","3351.0","5173.0","339.0","58.0","16363.0","2016"
"MKD",,,"1.2694823394E10","6093.0","3.6","342.0","257.0","1191.0","293.0","42.0","2083.0","2019"
"CYP","81.0","2.0","2.4961995749E10","28690.0","4.1","200.0","171.0","656.0","163.0","33.0","1189.0","2018"
"SAU","75.0","7.0","6.5426990288E11","20628.0","4.1","8190.0","4832.0","17738.0","958.0","17.0","31718.0","2015"
"SEN","68.0","32.0","2.3236007428E10","1466.0","6.4","6826.0","3108.0","5431.0","489.0","53.0","15854.0","2018"
"BFA","60.0","54.0","1.1832159276E10","653.0","3.9","8254.0","3610.0","5811.0","436.0","72.0","18111.0","2015"
"BHR","77.0","6.0","3.5423643617E10","23709.0","3.8","296.0","192.0","970.0","35.0","11.0","1494.0","2017"
"AUT","81.0","3.0","3.81817565894E11","44178.0","1.0","1225.0","1008.0","4810.0","1635.0","42.0","8679.0","2015"
"ETH","66.0","39.0","8.4269348327E10","772.0","6.8","44545.0","23648.0","37207.0","3824.0","79.0","109224.0","2018"
"QAT","80.0","7.0","1.61739835165E11","63039.0","3.7","345.0","361.0","1835.0","26.0","1.0","2566.0","2015"
"BHR",,,"3.8574069149E10","23504.0","1.8","307.0","188.0","1104.0","41.0","11.0","1641.0","2019"
"IMN",,,,,,"13.0","10.0","43.0","18.0","47.0","84.0","2018"
"ROU","75.0","6.0","2.41626953521E11","12409.0","4.4","3030.0","2045.0","10854.0","3577.0","46.0","19506.0","2018"
"ECU",,,"1.07435665E11","6184.0","0.1","4814.0","3115.0","8165.0","1281.0","36.0","17374.0","2019"
"MLT","82.0","6.0","1.4603581712E10","30133.0","7.3","63.0","49.0","238.0","89.0","5.0","439.0","2018"
"EST","78.0","2.0","2.3996451498E10","18237.0","2.6","212.0","131.0","722.0","251.0","31.0","1317.0","2016"
"MMR","67.0","38.0","6.8945867478E10","1292.0","6.4","14331.0","9692.0","26390.0","2969.0","70.0","53383.0","2017"
"IMN",,,,,,"13.0","10.0","44.0","18.0","47.0","85.0","2019"
"VUT","70.0","24.0","7.59689951E8","2802.0","0.2","106.0","51.0","104.0","10.0","75.0","271.0","2015"
"KIR","67.0","45.0","1.71117872E8","1543.0","10.4","39.0","22.0","46.0","4.0","48.0","111.0","2015"
"IMN",,,"6.770532819E9","80989.0","3.6","13.0","10.0","43.0","18.0","48.0","84.0","2017"
"MDA","71.0","14.0","7.74523166E9","2732.0","-0.3","643.0","575.0","2444.0","409.0","58.0","4071.0","2015"
"ARM","74.0","13.0","1.0553337673E10","3607.0","3.2","587.0","420.0","1600.0","318.0","37.0","2926.0","2015"
"SYC","74.0","13.0","1.377495052E9","14745.0","4.9","22.0","14.0","52.0","7.0","45.0","95.0","2015"
"BLM",,,,,,"2.0","1.0","5.0","1.0",,"10.0","2015"
"BLM",,,,,,"2.0","1.0","5.0","1.0",,"10.0","2016"
"BLM",,,,,,"2.0","1.0","5.0","1.0",,"10.0","2017"
"BLM",,,,,,"2.0","1.0","5.0","1.0",,"10.0","2018"
"BLM",,,,,,"2.0","1.0","5.0","1.0",,"10.0","2019"
"MLI","58.0","65.0","1.4020002871E10","780.0","5.8","8597.0","3450.0","5465.0","453.0","59.0","17965.0","2016"
"FIN","82.0","1.0","2.75893681356E11","50021.0","1.6","892.0","624.0","2807.0","1200.0","15.0","5523.0","2018"
"PER","77.0","11.0","2.22044970486E11","6941.0","4.0","8250.0","5288.0","15863.0","2587.0","22.0","31989.0","2018"
"LCA",,,"2.12245063E9","11611.0","1.7","33.0","30.0","101.0","18.0","81.0","183.0","2019"
"COM","64.0","54.0","1.012835518E9","1273.0","3.3","318.0","157.0","297.0","23.0","71.0","796.0","2016"
"ITA","83.0","3.0","1.875797463584E12","30940.0","1.3","8253.0","5855.0","33067.0","13488.0","30.0","60663.0","2016"
"LTU","75.0","4.0","4.7750908128E10","16883.0","4.2","419.0","325.0","1552.0","549.0","32.0","2845.0","2017"
"TUR","77.0","10.0","8.63721648058E11","10821.0","3.2","20216.0","13142.0","40044.0","6426.0","26.0","79828.0","2016"
"NAM","63.0","31.0","1.0665634661E10","4523.0","-0.3","869.0","488.0","913.0","87.0","52.0","2358.0","2016"
"SWZ","58.0","45.0","4.446248676E9","3953.0","2.0","431.0","242.0","407.0","45.0","76.0","1125.0","2017"
"PRT","81.0","3.0","2.21357874719E11","21490.0","3.5","1406.0","1079.0","5585.0","2218.0","35.0","10289.0","2017"
"MDG",,,"1.4083906357E10","522.0","4.8","10887.0","5551.0","9711.0","821.0","62.0","26969.0","2019"
"TTO","73.0","18.0","2.5062893969E10","18290.0","1.8","283.0","186.0","769.0","132.0","47.0","1370.0","2015"
"UZB","71.0","23.0","8.1847410182E10","2615.0","7.4","8770.0","5984.0","14920.0","1255.0","49.0","30930.0","2015"
"BDI","61.0","42.0","3.172292379E9","293.0","0.5","4932.0","2120.0","3538.0","237.0","87.0","10827.0","2017"
"LTU",,,"5.42193156E10","19455.0","3.9",,,,,"32.0",,"2019"
"WSM","73.0","15.0","7.88307331E8","4074.0","4.3","75.0","34.0","75.0","9.0","81.0","194.0","2015"
"BRB",,,"5.209E9","18148.0","-0.1","49.0","38.0","154.0","47.0","69.0","287.0","2019"
"PRT","81.0","3.0","2.06286022782E11","19978.0","2.0","1433.0","1083.0","5625.0","2185.0","36.0","10326.0","2016"
"NGA",,,"4.48120428859E11","2230.0","2.2","87796.0","38719.0","68936.0","5513.0","49.0","200964.0","2019"
"IRL",,,"3.88698711348E11","78661.0","5.5",,,,,"37.0",,"2019"
"NIC","74.0","16.0","1.2756706583E10","2050.0","4.8","1946.0","1210.0","2771.0","296.0","42.0","6223.0","2015"
"BDI","61.0","41.0","3.036931818E9","272.0","1.6","5085.0","2157.0","3683.0","251.0","87.0","11175.0","2018"
"ARM",,,"1.3672802158E10","4623.0","7.6","614.0","355.0","1649.0","340.0","37.0","2958.0","2019"
"GNB","58.0","56.0","1.346841897E9","737.0","5.9","777.0","364.0","637.0","51.0","57.0","1828.0","2017"
"LSO","53.0","69.0","2.405289382E9","1150.0","-1.3","690.0","421.0","879.0","102.0","72.0","2092.0","2017"
"PLW",,"17.0","2.863218E8","16078.0","-3.5","4.0","2.0","10.0","1.0","21.0","18.0","2017"
"MMR","66.0","41.0","6.7822772707E10","1287.0","7.0","14654.0","9574.0","25729.0","2723.0","70.0","52681.0","2015"
"SRB","76.0","5.0","5.0597289147E10","7246.0","4.4","1381.0","1061.0","4745.0","1615.0","44.0","8803.0","2018"
"KNA",,"10.0","1.010814815E9","19275.0","2.9","11.0","8.0","30.0","4.0","69.0","52.0","2018"
"MDV","78.0","8.0","4.379136462E9","9209.0","6.3","99.0","90.0","269.0","18.0","61.0","476.0","2016"
"PAK","67.0","62.0","2.70556131701E11","1357.0","4.7","71667.0","40597.0","78568.0","8595.0","64.0","199427.0","2015"
"VNM","75.0","17.0","2.23779865815E11","2366.0","6.8","21850.0","14578.0","51521.0","6651.0","65.0","94601.0","2017"
"CAN","82.0","4.0","1.716262621082E12","46313.0","2.0","5884.0","4487.0","20315.0","6389.0","19.0","37075.0","2018"
"VEN","72.0","21.0",,,,"8224.0","4924.0","14213.0","2042.0","12.0","29402.0","2017"
"MAR","76.0","21.0","1.03311649248E11","2897.0","1.1","9710.0","5985.0","17134.0","2297.0","39.0","35126.0","2016"
"AUS",,,"1.392680589329E12","54907.0","1.9","4858.0","3110.0","13222.0","4013.0","14.0","25203.0","2019"
"GRC",,,"2.09852761469E11","19583.0","1.9","1455.0","1057.0","5663.0","2298.0","21.0","10473.0","2019"
"RWA","69.0","27.0","9.62772063E9","783.0","8.6","4918.0","2409.0","4613.0","361.0","83.0","12302.0","2018"
"TCD","54.0","71.0","1.1239167048E10","726.0","2.4","7294.0","3166.0","4633.0","384.0","77.0","15478.0","2018"
"SVN","81.0","2.0","4.3090173062E10","20882.0","2.2","304.0","202.0","1192.0","373.0","46.0","2071.0","2015"
"BGD","72.0","28.0","2.21415162446E11","1402.0","7.1","45423.0","30515.0","73926.0","8113.0","65.0","157977.0","2016"
"UGA","63.0","34.0","3.2772824209E10","767.0","6.2","20053.0","8862.0","12985.0","829.0","76.0","42729.0","2018"
"NZL","81.0","5.0","1.77467529071E11","38616.0","3.6","922.0","658.0","2359.0","676.0","14.0","4615.0","2015"
"JAM","74.0","13.0","1.407589432E10","4843.0","1.4","706.0","535.0","1415.0","250.0","45.0","2906.0","2016"
"PHL","71.0","22.0","3.4684189689E11","3252.0","6.3","33023.0","20338.0","47827.0","5463.0","53.0","106651.0","2018"
"BRA",,,"1.839758040766E12","8717.0","1.1",,,,,"13.0",,"2019"
"SRB",,,"5.1409167351E10","7402.0","4.2",,,,,"44.0",,"2019"
"ZAF","63.0","31.0","3.17620522795E11","5735.0","1.2","16223.0","10014.0","26364.0","2786.0","35.0","55386.0","2015"
"TTO","73.0","17.0","2.2284780327E10","16177.0","-6.3","284.0","181.0","774.0","138.0","47.0","1378.0","2016"
"CZE","79.0","3.0","1.86829940546E11","17716.0","5.3","1602.0","1070.0","6021.0","1908.0","27.0","10601.0","2015"
"UKR",,,"1.53781069118E11","3659.0","3.2",,,,,"31.0",,"2019"
"IRQ","70.0","24.0","1.74878976034E11","4777.0","15.2","14315.0","7372.0","13770.0","1154.0","30.0","36611.0","2016"
"ISL","82.0","2.0","1.7389101641E10","52564.0","4.7","67.0","47.0","171.0","45.0","6.0","330.0","2015"
"MDA",,,"1.1955435457E10","4499.0","3.5",,,,,"57.0",,"2019"
"MLI","58.0","67.0","1.3104869674E10","751.0","6.2","8362.0","3334.0","5301.0","441.0","60.0","17439.0","2015"
"SXM","78.0",,,,"0.4","8.0","7.0","23.0","3.0",,"41.0","2016"
"COD","60.0","70.0","3.8019265626E10","467.0","3.7","37674.0","15416.0","25851.0","2458.0","56.0","81399.0","2017"
"AUT",,,"4.46314739528E11","50277.0","1.6","1286.0","972.0","4989.0","1708.0","41.0","8955.0","2019"
"IRQ","70.0","25.0","1.77498577313E11","4990.0","2.5","13984.0","7203.0","13281.0","1104.0","30.0","35572.0","2015"
"FRA","83.0","3.0","2.787863958885E12","41631.0","1.8","11670.0","7554.0","32746.0","13021.0","20.0","64991.0","2018"
"AGO","61.0","52.0","1.01353230785E11","3290.0","-2.0","14422.0","5958.0","9747.0","683.0","34.0","30810.0","2018"
"TZA","64.0","41.0","4.9774021003E10","966.0","6.9","23611.0","10293.0","17785.0","1360.0","68.0","53049.0","2016"
"SWE","82.0","2.0","5.41018749769E11","53792.0","2.6","1733.0","1146.0","5046.0","1980.0","13.0","9905.0","2017"
"GTM","73.0","24.0","6.2186186576E10","3995.0","4.1","5889.0","3465.0","6166.0","733.0","50.0","16252.0","2015"
"TKL",,,,,,,,"1.0",,,"1.0","2016"
"TKL",,,,,,,,"1.0",,,"1.0","2017"
"TKL",,,,,,,,"1.0",,,"1.0","2018"
"MAC","84.0",,"5.508405079E10","87209.0","5.4","86.0","66.0","413.0","66.0",,"632.0","2018"
"TKL",,,,,,,,"1.0",,,"1.0","2019"
"TKL",,,,,,,,"1.0",,,"1.0","2015"
"SMR",,,,,,"4.0","3.0","19.0","7.0","3.0","34.0","2019"
"ERI","65.0","33.0",,,,"1420.0","617.0","1189.0","150.0",,"3377.0","2016"
"KWT","75.0","7.0","1.09419728567E11","27653.0","2.9","843.0","431.0","2595.0","89.0",,"3957.0","2016"
"DZA","76.0","21.0","1.67389364981E11","4044.0","1.3","12268.0","6242.0","20323.0","2557.0","28.0","41389.0","2017"
"ERI","66.0","31.0",,,,"1445.0","624.0","1228.0","155.0",,"3453.0","2018"
"URY","77.0","7.0","5.2687612262E10","15387.0","1.7","717.0","516.0","1691.0","500.0","5.0","3424.0","2016"
