ref_area,indicator,source,sex,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-64,2016,14.7244,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-24,2016,34.8377,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE25,2016,12.4418,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE15,2017,13.6158,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-64,2017,13.9826,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-24,2017,31.6098,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE25,2017,11.5882,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE15,2017,14.442,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-64,2017,14.931,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-24,2017,33.6795,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE25,2017,11.9544,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE15,2017,12.504,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-64,2017,12.7156,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-24,2017,27.7885,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE25,2017,11.1122,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE15,2018,12.3038,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-64,2018,12.7767,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-24,2018,28.1274,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE25,2018,10.1951,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE15,2018,12.63,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-64,2018,13.1656,,,,R1:3513
